Address,Award,Comments,Cuisine,FacilitiesAndServices,Hour,Location,Name,PhoneNumber,Price,Url,WebsiteUrl,_id,coord
"Markt 20, Maaseik, 3680, Belgium",4,8087767,Modern Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",19,"Maaseik, Belgium",Bienvenue,+3289852882,€€,https://guide.michelin.com/en/be-limburg/maaseik/restaurant/bienvenue,https://www.restaurant-bienvenue.be/,63da3cd93edd49a903f1782b,"[5.791728,51.0942167]"
"rue Sainte-Anne 5, Nivelles, 1400, Belgium",3,3583616,Traditional Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",12,"Nivelles, Belgium",dis-moi où ?,+3267646464,€€,https://guide.michelin.com/en/brabant-wallon/nivelles/restaurant/dis-moi-ou,http://www.dis-moiou.be/,63da3cd93edd49a903f1782c,"[4.3230082,50.5991158]"
"rue Bonry 146, Neupré, 4120, Belgium",3,7612850,"Mediterranean Cuisine, Market Cuisine","Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",8,"Neupré, Belgium","l'Apropos",+3243821300,€€,https://guide.michelin.com/en/liege/neupr/restaurant/l-apropos,https://lapropos.be/,63da3cd93edd49a903f1782d,"[5.4875526,50.5429039]"
"rue Saint-Antoine 84, Pont-à-Celles, 6230, Belgium",3,307595,French Contemporary,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",3,"Pont-à-Celles, Belgium","L'Entre D'Eux",+3271957668,€€,https://guide.michelin.com/en/hainaut/pont-a-celles/restaurant/l-entre-d-eux,https://www.lentredeuxpac.be/,63da3cd93edd49a903f1782e,"[4.3438898,50.5015211]"
"rue de Lanaye 121, Lanaye, 4600, Belgium",4,4564681,"Market Cuisine, Modern Cuisine","Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",2,"Lanaye, Belgium","L'Echappée Belle",+3243791420,€€,https://guide.michelin.com/en/liege/lanaye/restaurant/l-echappee-belle548416,https://eb-restaurant.be/,63da3cd93edd49a903f1782f,"[5.6902808,50.7726006]"
"rue de la Hate 1, Corbion, 6838, Belgium",2,3399738,"Traditional Cuisine, Classic French","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",3,"Corbion, Belgium",Des Ardennes,+3261250100,€€,https://guide.michelin.com/en/be-luxembourg/corbion/restaurant/des-ardennes,https://www.hoteldesardennes.be/fr,63da3cd93edd49a903f17830,"[5.0096033,49.7966152]"
"2 boulevard de la Pétrusse, 2320, Luxembourg",4,5093826,Sharing,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",17,Luxembourg,La Cantine du Châtelet,+352402101,€€,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/la-cantine-du-chatelet,https://www.chatelet.lu/,63da3cd93edd49a903f17831,"[6.1258565,49.6018591]"
"Warvinge 49, Vlissegem, 8421, Belgium",4,3425746,Modern French,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",5,"Vlissegem, Belgium",Kok Sur Mer,+3259430970,€€,https://guide.michelin.com/en/west-vlaanderen/vlissegem/restaurant/kok-sur-mer,https://www.lekoksurmer.be/,63da3cd93edd49a903f17832,"[3.0559647,51.2562422]"
"rue de la Goffe 8, Liège, 4000, Belgium",1,3191890,"Country cooking, Traditional Cuisine","Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",14,"Liège, Belgium","Le Bistrot d'en Face",+3242231584,€€,https://guide.michelin.com/en/liege/liege/restaurant/le-bistrot-d-en-face,https://lebistrotdenface.be/,63da3cd93edd49a903f17833,"[5.5779576,50.645336]"
"rue de la Lesse 61, Daverdisse, 6929, Belgium",0,908036,"Modern Cuisine, Classic Cuisine","American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card",18,"Daverdisse, Belgium",Le Moulin,+3284388183,€€,https://guide.michelin.com/en/be-luxembourg/daverdisse/restaurant/le-moulin,https://www.daverdisse.com/,63da3cd93edd49a903f17834,"[5.1158029,50.0275637]"
"2 Stawelerstrooss, Huldange, 9964, Luxembourg",3,381026,"Home Cooking, Grills","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",5,"Huldange, Luxembourg",K restaurant,+352979056,€€,https://guide.michelin.com/en/diekirch/huldange/restaurant/k-restaurant,https://krestaurant.lu/,63da3cd93edd49a903f17835,"[6.0282096,50.1615283]"
"Bellemdorpweg 68, Bellem, 9881, Belgium",2,3315310,Modern French,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",16,"Bellem, Belgium",Den Duyventooren,+3293719723,€€,https://guide.michelin.com/en/oost-vlaanderen/bellem/restaurant/den-duyventooren,https://www.denduyventooren.be/,63da3cd93edd49a903f17836,"[3.4886779,51.0915708]"
"route Nationale 4, n° 3b, Pessoux, 5590, Belgium",2,5252175,Thai,"Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",4,"Pessoux, Belgium",La Maison Thai,+3283231182,€€,https://guide.michelin.com/en/namur/pessoux/restaurant/la-maison-thai,https://www.lamaisonthai.be/,63da3cd93edd49a903f17837,"[5.2100622,50.2802997]"
"rue Arthur Mahaux 3, Boninne, 5021, Belgium",0,6426982,Classic Cuisine,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",16,"Boninne, Belgium",Michel,+3281215473,€€,https://guide.michelin.com/en/namur/boninne/restaurant/michel,https://www.restaurantmichel.be/,63da3cd93edd49a903f17838,"[4.9325012,50.4954733]"
"rue de la Fontaine 3, Hollain, 7620, Belgium",1,1802771,Market Cuisine,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",5,"Hollain, Belgium",Sel et Poivre,+3269344667,€€,https://guide.michelin.com/en/hainaut/hollain/restaurant/sel-et-poivre210488,https://www.seletpoivre.net/,63da3cd93edd49a903f17839,"[3.4265227,50.5390201]"
"Nijlense Steenweg 12, Herenthout, 2270, Belgium",4,2606567,Spanish,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",6,"Herenthout, Belgium",La Taperia,+32468157796,€,https://guide.michelin.com/en/antwerpen/herenthout/restaurant/la-taperia,https://www.lataperiaherenthout.be/,63da3cd93edd49a903f1783a,"[4.7539317,51.1399512]"
"Tomberg 259, Woluwe-Saint-Lambert, 1200, Belgium",1,6325816,Italian,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace",11,"Woluwe-Saint-Lambert, Belgium",Le Coq en Pâte,+3227621971,€€,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-lambert/restaurant/le-coq-en-pate209469,https://lecoqenpate.be/en,63da3cd93edd49a903f1783b,"[4.42034,50.8442145]"
"Koningin Astridplein 11, Bazel, 9150, Belgium",2,491722,Italian,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",16,"Bazel, Belgium",Trattoria Bazalia,+3237442940,€€,https://guide.michelin.com/en/oost-vlaanderen/bazel/restaurant/trattoria-bazalia,https://bazalia.be/,63da3cd93edd49a903f1783c,"[4.3002965,51.1472461]"
"rue des Rôtisseurs 4, Huy, 4500, Belgium",2,8032700,Modern French,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",7,"Huy, Belgium",Cadre Culinaire,+3285255525,€€,https://guide.michelin.com/en/liege/huy/restaurant/cadre-culinaire,https://www.cadre-culinaire.be/,63da3cd93edd49a903f1783d,"[5.2405126,50.5189769]"
"avenue Wanderpepen 44, Binche, 7130, Belgium",2,6470581,Modern French,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",15,"Binche, Belgium",Cul de Poule,+3264650973,€€,https://guide.michelin.com/en/hainaut/binche/restaurant/cul-de-poule,https://www.culdepoule.be/,63da3cd93edd49a903f1783e,"[4.1696559,50.4120446]"
"chaussée de Roodebeek 246, Woluwe-Saint-Lambert, 1200, Belgium",3,514539,Classic Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",12,"Woluwe-Saint-Lambert, Belgium",De Maurice à Olivier,+3227713398,€€,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-lambert/restaurant/de-maurice-a-olivier,https://demauriceaolivier.be/,63da3cd93edd49a903f1783f,"[4.4250563,50.8483695]"
"rue du Grand Cerf 24, Brussels, 1000, Belgium",1,4642139,"Traditional Cuisine, Classic French","Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card",14,"Brussels, Belgium",JB,+3225120484,€€,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/jb,https://www.restaurantjb.com/,63da3cd93edd49a903f17840,"[4.3554714,50.8366762]"
"Dorpsstraat 71, Snaaskerke, 8470, Belgium",3,5631087,Classic Cuisine,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",3,"Snaaskerke, Belgium",Plat préféré,+3259428182,€€,https://guide.michelin.com/en/west-vlaanderen/snaaskerke/restaurant/plat-prefere,https://www.platprefere.com/,63da3cd93edd49a903f17841,"[2.9391928,51.1754294]"
"57 Porte des Ardennes, Erpeldange, 9145, Luxembourg",3,5073468,Regional Cuisine,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",11,"Erpeldange, Luxembourg",Dahm,+3528162551,€€,https://guide.michelin.com/en/diekirch/erpeldange/restaurant/dahm,https://www.hotel-dahm.com/,63da3cd93edd49a903f17842,"[6.1131814,49.8656892]"
"rue des Grottes 15c, Han-sur-Lesse, 5580, Belgium",0,3792933,Country cooking,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",15,"Han-sur-Lesse, Belgium","L'Ôthentique",+3284401939,€€,https://guide.michelin.com/en/namur/han-sur-lesse/restaurant/l-othentique,https://www.othentique.be/,63da3cd93edd49a903f17843,"[5.188642,50.124897]"
"rue de la Station 115, Soignies, 7060, Belgium",3,1955745,Modern Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",19,"Soignies, Belgium","L'Embellie",+3267333148,€€,https://guide.michelin.com/en/hainaut/soignies/restaurant/l-embellie210430,http://www.restaurantlembellie.be,63da3cd93edd49a903f17844,"[4.0678216,50.5732237]"
"rue de Champles 56, Bierges, 1301, Belgium",2,4020288,"Organic, Vegetarian","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",1,"Bierges, Belgium",Tero,+3210688694,€,https://guide.michelin.com/en/brabant-wallon/bierges/restaurant/tero,https://www.tero-restaurant.com/,63da3cd93edd49a903f17845,"[4.5753953,50.7233915]"
"rue du Parvis 10, Nassogne, 6950, Belgium",1,4902318,"Market Cuisine, Classic Cuisine","Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",18,"Nassogne, Belgium",Le Barathym,+3284314484,€€,https://guide.michelin.com/en/be-luxembourg/nassogne/restaurant/le-barathym,https://www.lebarathym.be/fr/,63da3cd93edd49a903f17846,"[5.3406361,50.128664]"
"place de Thuillies 12, Thuillies, 6536, Belgium",0,2588528,"Traditional Cuisine, Classic French","Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",10,"Thuillies, Belgium",La Petite Gayole,+3271955643,€€,https://guide.michelin.com/en/hainaut/thuillies/restaurant/la-petite-gayole,https://www.lapetitegayole.be,63da3cd93edd49a903f17847,"[4.3295724,50.2940105]"
"chaussée de Bruxelles 410, Wavre, 1300, Belgium",2,7001897,"Traditional Cuisine, French","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",2,"Wavre, Belgium",Mamy Louise,+3210242174,€€,https://guide.michelin.com/en/brabant-wallon/wavre/restaurant/mamy-louise394347,https://www.mamylouise.be/,63da3cd93edd49a903f17848,"[4.5743318,50.7450033]"
"rue Saint Bernard 1, Saint-Gilles, 1060, Belgium",4,4719998,"Organic, Vegetarian","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",18,"Saint-Gilles, Belgium",Tero,+3223477946,€€,https://guide.michelin.com/en/bruxelles-capitale/be-saint-gilles/restaurant/tero560906,https://www.tero-restaurant.com/,63da3cd93edd49a903f17849,"[4.3559096,50.8301607]"
"Volkstraat 43, Antwerpen, 2000, Belgium",3,2075262,Vietnamese,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",10,"Antwerpen, Belgium",Bún,+3232358589,€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bun,https://www.bunantwerp.be/,63da3cd93edd49a903f1784a,"[4.3955902,51.2107296]"
"place de la Résistance 1, Baudour, 7331, Belgium",2,812285,Traditional Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",4,"Baudour, Belgium",Le Faitout,+3265644857,€€,https://guide.michelin.com/en/hainaut/baudour/restaurant/le-faitout210157,https://fernez.com/le-faitout/,63da3cd93edd49a903f1784b,"[3.837656,50.4832736]"
"1 rue de la Forêt, Dudelange, 3471, Luxembourg",1,280701,Modern Cuisine,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card",15,"Dudelange, Luxembourg","Parc Le'h",+352519990,€€,https://guide.michelin.com/en/luxembourg/dudelange/restaurant/parc-le-h,https://www.parcleh.lu/,63da3cd93edd49a903f1784c,"[6.0990145,49.485788]"
"chaussée de Jodoigne 7, Glimes, 1315, Belgium",0,8322292,Classic Cuisine,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",10,"Glimes, Belgium",Chez Louis,+3210866977,€€,https://guide.michelin.com/en/brabant-wallon/glimes/restaurant/chez-louis,https://www.chezlouis.be/,63da3cd93edd49a903f1784d,"[4.8272052,50.6748783]"
"rue des Trois Ponts 22, Auderghem, 1160, Belgium",1,88640,"Thai, Asian","Air conditioning,Credit cards not accepted,Restaurant offering vegetarian menus",2,"Auderghem, Belgium",Villa Singha,+3226756734,€,https://guide.michelin.com/en/bruxelles-capitale/auderghem/restaurant/villa-singha,http://www.singha.be/html/home.htm,63da3cd93edd49a903f1784e,"[4.4075821,50.8205968]"
"rue Engeland 172, Uccle, 1180, Belgium",0,1437375,Classic Cuisine,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",11,"Uccle, Belgium","La Branche d'Olivier",+3223744705,€€,https://guide.michelin.com/en/bruxelles-capitale/uccle/restaurant/la-branche-d-olivier,https://www.labranchedolivier.be/,63da3cd93edd49a903f1784f,"[4.3396476,50.7878432]"
"rue Armand de Wasseige 1, Wépion, 5100, Belgium",4,3996866,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",15,"Wépion, Belgium","L'O à la Bouche",+3281583483,€€,https://guide.michelin.com/en/namur/wpion/restaurant/l-o-a-la-bouche368734,https://www.loalabouche.be/,63da3cd93edd49a903f17850,"[4.8802927,50.4141652]"
"chaussée de Gand 1430, Berchem-Sainte-Agathe, 1082, Belgium",2,2492972,"Belgian, Classic Cuisine","Air conditioning,Credit cards not accepted,Terrace",15,"Berchem-Sainte-Agathe, Belgium",La Brasserie de la Gare,+3224691009,€€,https://guide.michelin.com/en/bruxelles-capitale/berchem-sainte-agathe/restaurant/la-brasserie-de-la-gare,https://www.brasseriedelagare.be/,63da3cd93edd49a903f17851,"[4.2896264,50.8722727]"
"boulevard du Souverain 145, Auderghem, 1160, Belgium",0,6798067,"Lebanese, Middle Eastern","American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",2,"Auderghem, Belgium","Maza'j",+3226755510,€€,https://guide.michelin.com/en/bruxelles-capitale/auderghem/restaurant/maza-j,https://www.mazaj.be/,63da3cd93edd49a903f17852,"[4.426231,50.8156704]"
"Volkstraat 37, Antwerpen, 2000, Belgium",1,3042213,Chinese,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",5,"Antwerpen, Belgium",5 Flavors Mmei,+3232813037,€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/5-flavors-mmei,https://www.5flavors-mmei.be/,63da3cd93edd49a903f17853,"[4.395742,51.2108635]"
"rue du Marché aux Porcs 11, Brussels, 1000, Belgium",3,1428857,Greek,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",10,"Brussels, Belgium",Strofilia,+3225123293,€€,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/strofilia,https://www.strofilia.brussels/,63da3cd93edd49a903f17854,"[4.3459105,50.8530093]"
"Zepperenweg 7, Sint-Truiden, 3800, Belgium",0,7330570,Modern Cuisine,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",14,"Sint-Truiden, Belgium",De Gebrande Winning,+3211682047,€€,https://guide.michelin.com/en/be-limburg/sint-truiden/restaurant/de-gebrande-winning,https://www.degebrandewinning.be/,63da3cd93edd49a903f17855,"[5.1954385,50.8166897]"
"chaussée de Dinant 873, Wépion, 5100, Belgium",3,7349991,Chinese,"Air conditioning,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",0,"Wépion, Belgium",Chez Chen,+3281747441,€€,https://guide.michelin.com/en/namur/wpion/restaurant/chez-chen,https://chezchenwepion.be,63da3cd93edd49a903f17856,"[4.8705114,50.4257564]"
"rue de Liboichant 12, Alle, 5550, Belgium",2,3936064,"Traditional Cuisine, Classic Cuisine","American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card",0,"Alle, Belgium",Le Charme de la Semois,+3261508070,€€,https://guide.michelin.com/en/namur/alle/restaurant/le-charme-de-la-semois,https://www.charmedelasemois.com/,63da3cd93edd49a903f17857,"[4.9694099,49.8468266]"
"rue Américaine 118, Ixelles, 1050, Belgium",4,6297229,"Italian, Sicilian","American Express credit card,Credit card / Debit card accepted,Mastercard credit card",5,"Ixelles, Belgium",Fico,+3222414141,€€,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/fico,https://www.ficosteria.be/,63da3cd93edd49a903f17858,"[4.36016,50.8229943]"
"Koninklijke Baan 142, Koksijde, 8670, Belgium",1,5433852,Traditional Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",3,"Koksijde, Belgium",De Huifkar,+3258511668,€€,https://guide.michelin.com/en/west-vlaanderen/koksijde/restaurant/de-huifkar,https://www.dehuifkar.be/,63da3cd93edd49a903f17859,"[2.6343753,51.120357]"
"Grote Markt 43, Diksmuide, 8600, Belgium",3,5504694,"Classic Cuisine, Traditional Cuisine","Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",7,"Diksmuide, Belgium",Père et Mère,+32473590058,€€,https://guide.michelin.com/en/west-vlaanderen/diksmuide/restaurant/pere-et-mere,https://www.pere-et-mere.be/,63da3cd93edd49a903f1785a,"[2.8657983,51.0335097]"
"Amerikalei 6, Antwerpen, 2000, Belgium",0,2616288,Belgian,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",18,"Antwerpen, Belgium","Ciro's",+3232381147,€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/ciro-s,http://www.ciros.be/,63da3cd93edd49a903f1785b,"[4.4023987,51.2089981]"
"rue Haute 38, Falmignoul, 5500, Belgium",3,4527708,"Country cooking, Market Cuisine","Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",18,"Falmignoul, Belgium",CCnomie,+3282222495,€€,https://guide.michelin.com/en/namur/falmignoul/restaurant/ccnomie,https://www.ccnomie.be/,63da3cd93edd49a903f1785c,"[4.889297,50.205173]"
"rue du Pommier 439, Anderlecht, 1070, Belgium",3,8578004,Thai,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",15,"Anderlecht, Belgium",Appel Thaï,+3225279789,€,https://guide.michelin.com/en/bruxelles-capitale/anderlecht/restaurant/appel-thai,https://www.appelthai.be/,63da3cd93edd49a903f1785d,"[4.2627659,50.8323994]"
"rue du Château-Ferme 30, Falaën, 5522, Belgium",0,6227171,"Modern Cuisine, French","Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",11,"Falaën, Belgium",La Fermette,+3282688668,€€,https://guide.michelin.com/en/namur/falan/restaurant/la-fermette,https://www.lafermette.be/,63da3cd93edd49a903f1785e,"[4.7999825,50.2774825]"
"Vlaamse Kaai 43, Antwerpen, 2000, Belgium",1,5569147,Sharing,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",9,"Antwerpen, Belgium","l'Amitié",+3232575005,€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/l-amitie214266,https://lamitie.net/,63da3cd93edd49a903f1785f,"[4.3905601,51.2094691]"
"chaussée de Waterloo 510, Ixelles, 1050, Belgium",2,7917273,"Korean, Asian","Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",16,"Ixelles, Belgium",Maru,+3223461111,€€,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/maru418671,,63da3cd93edd49a903f17860,"[4.3598302,50.8200542]"
"Vlaamse Kaai 16, Antwerpen, 2000, Belgium",3,722055,Belgian,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",17,"Antwerpen, Belgium",Bizie Lizie,+3232386197,€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bizie-lizie,https://bizielizie.be/,63da3cd93edd49a903f17861,"[4.3928018,51.2112573]"
"rue de la Paix 49, Ixelles, 1050, Belgium",3,6928704,Italian,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",1,"Ixelles, Belgium",Osteria Bolognese,+3226085154,€€,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/osteria-bolognese,https://osteriabolognese.eu/,63da3cd93edd49a903f17862,"[4.3660412,50.8363709]"
"boulevard des Alliés 243, Mouscron, 7700, Belgium",2,7296268,Classic French,"Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",12,"Mouscron, Belgium",Au Petit Château,+3256332207,€€,https://guide.michelin.com/en/hainaut/mouscron/restaurant/au-petit-chateau,https://www.aupetitchateau.be/,63da3cd93edd49a903f17863,"[3.2591907,50.740121]"
"chaussée de Marche 561, Erpent, 5101, Belgium",3,5072382,"Traditional Cuisine, Modern French","Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",6,"Erpent, Belgium",Epices et Nous,+3281313224,€€,https://guide.michelin.com/en/namur/erpent/restaurant/epices-et-nous,https://epicesetnous.eatbu.com/?lang=en,63da3cd93edd49a903f17864,"[4.9046931,50.4422171]"
"rue de Grand Bry 42, Montigny-le-Tilleul, 6110, Belgium",4,2762273,Modern Cuisine,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",5,"Montigny-le-Tilleul, Belgium",De Vous à Nous,+3271474703,€€,https://guide.michelin.com/en/hainaut/montigny-le-tilleul/restaurant/de-vous-a-nous,https://www.restaurantdevousanous.be/,63da3cd93edd49a903f17865,"[4.3641344,50.3644641]"
"Paardenmarkt 53, Antwerpen, 2000, Belgium",4,6842349,Classic Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",4,"Antwerpen, Belgium",Schnitzel,+3232566386,€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/schnitzel,https://www.schnitzelantwerpen.be/,63da3cd93edd49a903f17866,"[4.4095258,51.2251234]"
"Kribbestraat 15, Antwerpen, 2000, Belgium",4,7739901,Market Cuisine,"Credit card / Debit card accepted,Maestro,Mastercard credit card,Terrace,Visa credit card",12,"Antwerpen, Belgium","Bistrot L'îlot",+3234344133,€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bistrot-l-ilot,https://bistrotlilot.be/,63da3cd93edd49a903f17867,"[4.4101331,51.2301524]"
"Haasstraße 38, Eupen, 4700, Belgium",4,7101280,Traditional Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",17,"Eupen, Belgium","Arti'Choc",+3287553604,€€,https://guide.michelin.com/en/liege/eupen/restaurant/arti-choc,http://www.artichoc-eupen.be/,63da3cd93edd49a903f17868,"[6.0382506,50.6232946]"
"Breydelstraat 8, Antwerpen, 2000, Belgium",3,6105198,"Chinese, Sichuan","Credit card / Debit card accepted,Mastercard credit card,Visa credit card",12,"Antwerpen, Belgium",Ni Shifu,+3232316404,€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/ni-shifu,https://www.nishifu.be/,63da3cd93edd49a903f17869,"[4.4194158,51.2188994]"
"rue Léopold I 470, Jette, 1090, Belgium",3,4350969,"Meats and Grills, Classic Cuisine","Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",19,"Jette, Belgium",French Kiss,+3224252293,€€,https://guide.michelin.com/en/bruxelles-capitale/jette/restaurant/french-kiss,https://www.restaurantfrenchkiss.com/,63da3cd93edd49a903f1786a,"[4.3269827,50.8729379]"
"Ezelstraat 21, Brugge, 8000, Belgium",2,5366881,"Country cooking, Market Cuisine","Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",4,"Brugge, Belgium",Locàle by Kok au Vin,+3250339521,€€,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/kok-au-vin,https://www.locale.be/,63da3cd93edd49a903f1786b,"[3.2198033,51.212055]"
"373 route d'Arlon, Strassen, 8011, Luxembourg",1,4175725,Creative French,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",13,"Strassen, Luxembourg",Bistronome,+35226313190,€€,https://guide.michelin.com/en/luxembourg/strassen/restaurant/bistronome,http://www.bistronome.lu/,63da3cd93edd49a903f1786c,"[6.0561726,49.6221429]"
"chaussée de Tirlemont 118, Wanze, 4520, Belgium",1,1176813,"Italian, Modern French","Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",6,"Wanze, Belgium",Lucana,+3285240800,€€,https://guide.michelin.com/en/liege/wanze/restaurant/lucana,https://www.lucana.be/,63da3cd93edd49a903f1786d,"[5.2214156,50.540469]"
"avenue de Spa 28, Verviers, 4800, Belgium",2,7759459,Modern Cuisine,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",11,"Verviers, Belgium",Le Coin des Saveurs,+3287232360,€€,https://guide.michelin.com/en/liege/verviers/restaurant/le-coin-des-saveurs,https://www.lecoindessaveurs.be/,63da3cd93edd49a903f1786e,"[5.8628632,50.5833439]"
